"This software and accompanying CALeDNA kit is for research purposes only.  Under no circumstances shall the CALeDNA Program nor the University of California be held liable for direct, indirect, special, incidental or consequential loss or damages resulting from the use, misuse, or inability to use this software & kit.";"1. Plan and pack appropriately especially food, water, first aid kit, clothing. 2. Don’t hike at dawn or dusk 3. Make low level noise to avoid wild animals e.g. bears, rattle snakes. 4. Stay on paths until you get to a sampling site. 5. Be aware of dangers & how to avoid e.g. Giardia, poison oak, ticks. 6. Keep emergency numbers handy 7. Leave no trace.";"Enter the sampling date and time";"Where are you? ";"Where are you? /UC Natural Reserve";"Where are you? /Somewhere else";"Where are you? /Coachella Valley MSHCP site";"If at a UC Natural Reserve, select which one";"If at a CVMSHCP site, select which one ";"On your trip you'll choose a site to sample, and fill three tubes of soil from a foot apart from each other.";" The three tubes have a kit number (e.g. K0501) and letters and numbers after a dash (e.g. -A1). Enter the KIT number beginning with K.";"Select the match for the letters and numbers after the dash on your tubes.";"Now walk to the location and choose your place to sample";"Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_latitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_longitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_altitude";"_Get the GPS Location of this site (you may need to put your phone in airplane mode to make this more accurate)_precision";"Confirm that the label on the tubes match the name you entered in this form.";"PUT ON FRESH GLOVES. YOU WILL NOW COLLECTING THE SAMPLES";"Avoiding large debris away, fill  3 tubes with soil or sediment from where you're standing. The tubes should be sampled from about a foot apart from each other. These are biological replicates. Screw lids on tight, and place the three tubes back in their whirlpack.";"What type of substrate did you sample? Soil or Sediment.";"Describe the habitat you are sampling from";"What depth are your samples from?";"(optional) Choose from common environmental features to describe where you sampled from. ";"(optional) Choose from common environmental features to describe where you sampled from. /Enclosed water";"(optional) Choose from common environmental features to describe where you sampled from. /Estuary (partially enclosed)";"(optional) Choose from common environmental features to describe where you sampled from. /Open water";"(optional) Choose from common environmental features to describe where you sampled from. /Reef";"(optional) Choose from common environmental features to describe where you sampled from. /Elevated ridge";"(optional) Choose from common environmental features to describe where you sampled from. /Slope/slant";"(optional) Choose from common environmental features to describe where you sampled from. /Basin/wash";"(optional) Choose from common environmental features to describe where you sampled from. /Rock mound";"(optional) Choose from common environmental features to describe where you sampled from. /Pit or ravine";"(optional) Choose from common environmental features to describe where you sampled from. /Flat land/terrace";"(optional) Choose from common environmental features to describe where you sampled from. /Rocky shore";"(optional) Choose from common environmental features to describe where you sampled from. /Beach";"(optional) Choose from common environmental features to describe where you sampled from. /Kelp forest";"(optional) Choose from common environmental features to describe where you sampled from. /Other";"If other, describe the environmental feature";"Describe the environmental setting by making selections from this list.";"Describe the environmental setting by making selections from this list./On roadside";"Describe the environmental setting by making selections from this list./On trail";"Describe the environmental setting by making selections from this list./Near (<5m) road or trail";"Describe the environmental setting by making selections from this list./Near (<5m) buildings";"Describe the environmental setting by making selections from this list./On farm";"Describe the environmental setting by making selections from this list./On garden";"Describe the environmental setting by making selections from this list./On manmade landscape";"Describe the environmental setting by making selections from this list./Near (<2m) stagnant water";"Describe the environmental setting by making selections from this list./Near (<2m) moving water";"Do you have a green soil three-way meter";"If you have a meter, take out the soil meter (if provided). Stick it about 2 inches in the ground, wait 5 minutes, and record the following:";"Light";"pH";"Moisture";"Take a photo of the environment you sampled";"(*Optional*) Regarding this site you just visited, do you have any comments or concerns to share with us?";"Thank you for collecting for CALeDNA!";"You can SUBMIT now or save as draft, then reload the form by pressing the number in the upper left corner of the form when connected to wifi, and then scroll to the bottom, uncheck 'save as draft' and press the SUBMIT button. Make sure the data are submitted by checking that the upper left number says 0 and no more unsubmitted forms are saved.";"_id";"_uuid";"_submission_time";"_validation_status";"_index"
"";"OK";"2019-11-16T12:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"Hastings Natural History Reservation";"";"";"K0631";"E4";"";"36.386969 -121.549867 0 3275.305908203125";"36.386969";"-121.549867";"0";"3275.305908203125";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On trail";"0";"1";"0";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"1573936823948291033167221319850-12_40_31.jpg";"South facing slope, pocket gopher hole, oat grass and. Vinegarweed";"";"";"41559054";"6f50ba60-8dd3-46e3-b006-0f69dc53dfca";"2019-11-23T21:45:01";"";"28"
"";"OK";"2019-11-23T12:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0615-B2";"B2";"";"36.952252 -122.066207 6.578578948974609 5";"36.952252";"-122.066207";"6.578578948974609";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Estuary (partially enclosed) Elevated ridge Slope/slant";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On trail";"0";"1";"0";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-12_27_54.jpg";"";"";"";"41558530";"b8838a66-53f2-4edf-bb4a-a4f6939f2a6d";"2019-11-23T21:29:51";"";"29"
"";"OK";"2019-11-23T13:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0619";"M8";"";"36.952447 -122.066446 -1.3179969787597656 5";"36.952447";"-122.066446";"-1.3179969787597656";"5";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Terrestrial lagoon";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-13_2_14.jpg";"Near lagoon, not submerged yet";"";"";"41558517";"c920dcdd-6806-46b7-9680-33c4c65672ac";"2019-11-23T21:29:44";"";"30"
"";"OK";"2019-11-23T12:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0611-E4";"E4";"";"36.950278 -122.067294 -44.056278228759766 91.00230768426094";"36.950278";"-122.067294";"-44.056278228759766";"91.00230768426094";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Estuary (partially enclosed)";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-12_0_29.jpg";"";"";"";"41558491";"be60b5b7-bbeb-489a-925a-86aa69147e56";"2019-11-23T21:29:34";"";"31"
"";"OK";"2019-11-23T10:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0807";"E4";"";"33.644241 -117.83586 0 21.011999130249023";"33.644241";"-117.83586";"0";"21.011999130249023";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"IMG20191123102612-10_31_30.jpg";"site is a seasonal marsh, usuakky submerged but dry during samoling";"";"";"41549696";"e89f05c0-4ca4-4c3a-9cf9-4fa34a14ee59";"2019-11-23T18:32:53";"";"32"
"";"OK";"2019-11-23T10:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0807";"G5";"";"33.664793 -117.852557 11.419621467590332 65";"33.664793";"-117.852557";"11.419621467590332";"65";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Flat land/terrace";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-10_10_53.jpg";"UC Irvine Arboretum Channel island section";"";"";"41549879";"8fff09a8-7d82-4c76-86be-d37818f7c210";"2019-11-23T18:36:28";"";"33"
"";"OK";"2019-11-23T11:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0807";"K6";"";"33.656086 -117.859672 12.652969360351562 65";"33.656086";"-117.859672";"12.652969360351562";"65";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Basin/wash";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-10_59_12.jpg";"Pond 8 dry season, will be submerged in a month";"";"";"41551200";"8c18743b-eb25-484e-bcc0-1c2a27d62ea6";"2019-11-23T18:59:34";"";"34"
"";"OK";"2019-11-23T10:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0807";"L7";"";"33.653841 -117.851079 3.8319894678765714 11.777352780921207";"33.653841";"-117.851079";"3.8319894678765714";"11.777352780921207";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-10_41_14.jpg";"";"";"";"41551682";"6c0c93f7-4d08-484d-a12d-a8351ca131a5";"2019-11-23T19:09:13";"";"35"
"";"OK";"2019-11-23T11:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0807";"M8";"";"33.644241 -117.83586 0 21.011999130249023";"33.644241";"-117.83586";"0";"21.011999130249023";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On roadside Near (<2m) stagnant water";"1";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"15745369065638083794970123871622-11_22_1.jpg";"";"";"";"41552492";"b26ac57b-a120-45f9-bb09-f15fa5afc6a5";"2019-11-23T19:24:51";"";"36"
"";"OK";"2019-11-23T11:15:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0706";"B2";"";"33.655615 -117.858679 14.218951225280762 65";"33.655615";"-117.858679";"14.218951225280762";"65";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Basin/wash Flat land/terrace";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-11_15_51.jpg";"Near a willow with some native grasses";"";"";"41552637";"2b91efcf-9f46-4479-907c-0a403cbc1672";"2019-11-23T19:27:57";"";"37"
"";"OK";"2019-11-23T11:15:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0807";"T9";"";"33.656712 -117.859677 12.489595413208008 81.31778994500924";"33.656712";"-117.859677";"12.489595413208008";"81.31778994500924";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"B25163C0-0BE2-4034-BFDF-DF19BAE531EC-11_8_58.jpeg";"";"";"";"41552683";"2f492e08-f83c-4c53-8466-170a76bb11dd";"2019-11-23T19:29:01";"";"38"
"";"OK";"2019-11-23T11:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0706";"C3";"";"33.654211 -117.855657 7.568660304361277 61.37219510298365";"33.654211";"-117.855657";"7.568660304361277";"61.37219510298365";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-11_29_34.jpg";"Vernal pool";"";"";"41552797";"4bb513d6-aed5-4994-b58a-245266cdefbf";"2019-11-23T19:31:20";"";"39"
"";"OK";"2019-11-23T11:30:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0706";"G5";"";"33.653699 -117.873173 12.949150085449219 9776.393283501471";"33.653699";"-117.873173";"12.949150085449219";"9776.393283501471";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-11_33_3.jpg";"";"";"";"41552941";"644b811e-56ae-4ccc-a303-7e699aea35ff";"2019-11-23T19:33:28";"";"40"
"";"OK";"2019-11-23T12:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0706";"L7";"";"33.658893 -117.852811 5.500038993338361 10.14945275874473";"33.658893";"-117.852811";"5.500038993338361";"10.14945275874473";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-11_51_7.jpg";"Floods with water every 6 years or so";"";"";"41553991";"3136b254-ab18-4ffd-9ad4-9a349e584a8c";"2019-11-23T19:51:35";"";"41"
"";"OK";"2019-11-23T00:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0682";"C3";"";"33.644241 -117.83586 0 21.011999130249023";"33.644241";"-117.83586";"0";"21.011999130249023";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"IMG20191123115608-11_58_29.jpg";"";"";"";"41554464";"4ecab246-ef0b-4c95-93cf-9cb034214c00";"2019-11-23T19:59:14";"";"42"
"";"OK";"2019-11-23T12:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0619";"E4";"";"36.950015 -122.067673 6.1848854867901295 16";"36.950015";"-122.067673";"6.1848854867901295";"16";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Estuary (partially enclosed) Beach";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_58_34.jpg";"";"";"";"41554498";"d60f1625-a387-4191-b287-89d13da21cb7";"2019-11-23T20:00:08";"";"43"
"";"OK";"2019-11-23T12:15:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0752";"T9";"";"36.950316 -122.067015 6.491268157958984 5";"36.950316";"-122.067015";"6.491268157958984";"5";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-12_24_21.jpg";"Sand collected next to Younger Lagoon, lots of bird feathers present, presumably from a predator feeding";"";"";"41556272";"2858c709-b62d-4372-b5b2-98bfa25a6bca";"2019-11-23T20:25:46";"";"44"
"";"OK";"2019-11-23T00:00:00.000-08:00";"UC Natural Reserve";"1";"0";"0";"San Joaquin Marsh Reserve";"";"";"K0706";"M8";"";"33.656298 -117.859149 12.884602546691895 1463.1938339968237";"33.656298";"-117.859149";"12.884602546691895";"1463.1938339968237";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Basin/wash";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"image-11_50_22.jpg";"";"";"";"41556387";"ecb12641-bc6d-41c8-b552-9da987724e3c";"2019-11-23T20:29:50";"";"45"
"";"OK";"2019-11-23T12:45:00.000-08:00";"UC Natural Reserve";"1";"0";"0";" Younger Lagoon Reserve";"";"";"K0776";"M8";"";"36.951222 -122.06637 2.0144309997558594 10";"36.951222";"-122.06637";"2.0144309997558594";"10";"OK";"";"";"Sediment";"Fully submerged ";"Submerged 30-60cm";"Enclosed water";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"E1A2251C-7219-458A-ACD9-7980A8AE5935-12_40_49.jpeg";"";"";"";"41557038";"fb9ba437-ff08-4fe8-85ec-cfb50367aa1f";"2019-11-23T20:46:27";"";"46"
"";"OK";"2019-11-24T11:00:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0666";"T9";"";"34.032077 -118.682048 2.9406677181853667 6.025007015471738";"34.032077";"-118.682048";"2.9406677181853667";"6.025007015471738";"OK";"";"";"Soil";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Estuary (partially enclosed)";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_4_55.jpg";"Spit going into the lagoon with birds on it and near it in the water.  Sample was the sand at high point";"";"";"41604427";"c0960984-d1dc-42a1-9f73-19fad8dbde8d";"2019-11-24T19:08:45";"";"47"
"";"OK";"2019-11-24T11:00:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO665";"C3";"";"34.035105 -118.680029 -29.899999618530273 105.66000366210938";"34.035105";"-118.680029";"-29.899999618530273";"105.66000366210938";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Submerged 3-30cm ";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) stagnant water Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"1";"1";"No";"";"";"";"";"15746222150082631862270536743751-11_3_58.jpg";"";"";"";"41604486";"654efd4b-6a20-4056-9d87-1e65c9802331";"2019-11-24T19:09:52";"";"48"
"";"OK";"2019-11-24T10:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO805";"M8";"";"34.032081 -118.682145 8.690437316894531 5";"34.032081";"-118.682145";"8.690437316894531";"5";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_9_24.jpg";"";"";"";"41604648";"78cc91da-93ce-48b8-b70d-5be76dad8ba3";"2019-11-24T19:15:37";"";"49"
"";"OK";"2019-11-24T10:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"A1";"";"34.033225 -118.685042 -30.600000381469727 88.60600280761719";"34.033225";"-118.685042";"-30.600000381469727";"88.60600280761719";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"Near (<5m) road or trail";"0";"0";"1";"0";"0";"0";"0";"0";"0";"No";"";"";"";"";"IMG_20191124_103106-10_33_30.jpg";"";"";"";"41604655";"226bcb14-1148-4d4f-93cd-71d02b6d40d6";"2019-11-24T19:15:48";"";"50"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO661";"A1";"";"34.039598 -118.668533 2.0015618801116943 65";"34.039598";"-118.668533";"2.0015618801116943";"65";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_14_7.jpg";"";"";"";"41604659";"dc21ed53-79dd-4579-b644-01cd5546e9b0";"2019-11-24T19:15:54";"";"51"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO666";"K6";"";"34.032139 -118.683458 0 50.00199890136719";"34.032139";"-118.683458";"0";"50.00199890136719";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On manmade landscape";"0";"0";"0";"0";"0";"0";"1";"0";"0";"No";"";"";"";"";"15746228008624101163904709617828-11_13_41.jpg";"Malibu Lagoon";"";"";"41604732";"a327bb37-1ebc-4047-8c85-a599359e5e79";"2019-11-24T19:17:46";"";"52"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO 691";"B2";"";"34.032142 -118.682084 1.6020584106445312 5";"34.032142";"-118.682084";"1.6020584106445312";"5";"OK";"";"";"Sediment";"Fully submerged ";"Submerged 3-30cm ";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_18_39.jpg";"";"";"";"41604762";"c8b99fd6-9404-4e5b-ba81-568254bebfd7";"2019-11-24T19:19:22";"";"53"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0805";"L7";"";"34.033371 -118.683058 -29.899999618530273 100";"34.033371";"-118.683058";"-29.899999618530273";"100";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Malibu lagoon at edge of water";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"IMG_20191124_111915-11_19_44.jpg";"Edge of lagoon";"";"";"41604810";"8e5a2b8b-a79a-44ab-a83d-28f547de5e6d";"2019-11-24T19:21:26";"";"54"
"";"OK";"2019-11-24T11:15:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0665";"M8";"";"34.033495 -118.680084 4.694846075317898 12.000000000000002";"34.033495";"-118.680084";"4.694846075317898";"12.000000000000002";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water Beach";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_21_20.jpg";"Sample taken About 8 ft from shoreline. A lot of surrounding plant debris.";"";"";"41604833";"60c1937b-92f2-4f32-855f-eb37d584638a";"2019-11-24T19:22:34";"";"55"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO666";"A1";"";"34.035117 -118.680031 -29.899999618530273 94.42500305175781";"34.035117";"-118.680031";"-29.899999618530273";"94.42500305175781";"OK";"";"";"Soil";"Terrestrial habitat, not submerged";"Top layer (top 3cm) soil or sediment";"Slope/slant";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"On manmade landscape";"0";"0";"0";"0";"0";"0";"1";"0";"0";"No";"";"";"";"";"15746231839779089781107370147868-11_20_28.jpg";"Malibu Lagoon";"";"";"41604859";"8a7ff8b8-d719-427c-a1d0-5740787a0473";"2019-11-24T19:23:43";"";"56"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO691";"E4";"";"34.035622 -118.685237 1.0818984508514404 65";"34.035622";"-118.685237";"1.0818984508514404";"65";"OK";"";"";"Soil";"Rarely submerged or wetland or arroyo";"Top layer (top 3cm) soil or sediment";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_24_39.jpg";"";"";"";"41604904";"c7c28868-0646-4237-87b0-f49ac2c1c41b";"2019-11-24T19:25:06";"";"57"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0699";"B2";"";"34.033632 -118.679964 3.8818435668945312 5";"34.033632";"-118.679964";"3.8818435668945312";"5";"OK";"";"";"Sediment";"Fully submerged ";"Top layer (top 3cm) soil or sediment";"Other";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Lagoon";"Near (<2m) stagnant water";"0";"0";"0";"0";"0";"0";"0";"1";"0";"No";"";"";"";"";"image-11_24_56.jpg";"We collected the samples from a fully submerged area of Malibu Lagoon";"";"";"41604924";"00c073c7-b1da-48ca-9b8b-03c13f58a2e2";"2019-11-24T19:26:16";"";"58"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"K0661";"B2";"";"34.032707 -118.684588 3.3764266967773438 79.4272692015401";"34.032707";"-118.684588";"3.3764266967773438";"79.4272692015401";"OK";"";"";"Sediment";"Frequently submerged or intertidal or marsh";"Top layer (top 3cm) soil or sediment";"Enclosed water";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_26_12.jpg";"Many bees surrounding plant . Bird feathers in water .Sample taken at the water line";"";"";"41604949";"bc5863d6-37a5-4670-9c40-ae3ecce19155";"2019-11-24T19:27:34";"";"59"
"";"OK";"2019-11-24T11:30:00.000-08:00";"Somewhere else";"0";"1";"0";"";"";"";"KO691";"K6";"";"34.032348 -118.682124 5.480964660644531 5";"34.032348";"-118.682124";"5.480964660644531";"5";"OK";"";"";"Sediment";"Fully submerged ";"Submerged 3-30cm ";"Beach";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"";"Near (<2m) moving water";"0";"0";"0";"0";"0";"0";"0";"0";"1";"No";"";"";"";"";"image-11_29_31.jpg";"";"";"";"41605099";"69811d1d-b424-4210-8b22-dd2f205d1ac4";"2019-11-24T19:30:27";"";"60"
